booking_id,property_id,booked_at,check_in,check_out,nightly_rate_usd,cleaning_fee_usd,channel,status,guest_country,rating
B0524,P011,2024-04-03,2024-05-12,2024-05-17,94.69,33.0,Booking.com,completed,Argentina,4.4
B0525,P011,2024-03-09,2024-05-29,2024-06-04,112.25,33.0,Direct,completed,Spain,4.1
B0526,P011,2024-04-05,2024-06-13,2024-06-18,169.17,33.0,Airbnb,completed,Argentina,4.5
B0527,P011,2024-07-22,2024-07-29,2024-08-06,161.2,33.0,Airbnb,completed,United States,4.9
B0528,P011,2024-04-23,2024-07-27,2024-08-02,149.44,33.0,Direct,cancelled,Brazil,
B0529,P011,2024-04-08,2024-07-11,2024-07-15,166.8,33.0,Airbnb,completed,Argentina,4.3
B0530,P011,2024-05-30,2024-07-03,2024-07-06,179.37,33.0,Direct,cancelled,Uruguay,
B0531,P011,2024-05-13,2024-08-16,2024-08-23,170.25,33.0,Expedia,completed,Argentina,4.2
B0532,P011,2024-06-14,2024-09-13,2024-09-17,89.32,33.0,Airbnb,completed,Spain,4.1
B0533,P011,2024-07-04,2024-09-17,2024-09-19,92.34,33.0,Airbnb,completed,Chile,4.3
B0534,P011,2024-09-27,2024-10-29,2024-11-06,106.2,33.0,Airbnb,completed,Argentina,4.6
B0535,P011,2024-08-08,2024-10-08,2024-10-12,103.76,33.0,Direct,completed,Brazil,5.0
B0536,P011,2024-08-04,2024-10-14,2024-10-19,93.31,33.0,Booking.com,completed,Argentina,5.0
B0537,P011,2024-08-07,2024-10-23,2024-10-27,92.32,33.0,Booking.com,completed,Brazil,5.0
B0538,P011,2024-11-08,2024-11-26,2024-11-28,103.5,33.0,Booking.com,completed,Argentina,4.4
B0539,P011,2024-09-06,2024-11-15,2024-11-22,105.51,33.0,Booking.com,completed,United States,4.5
B0540,P011,2024-08-28,2024-11-07,2024-11-12,114.86,33.0,Direct,completed,Argentina,4.8
B0541,P011,2024-10-09,2024-11-12,2024-11-14,94.93,33.0,Direct,completed,Argentina,4.4
B0542,P011,2024-11-05,2024-12-28,2025-01-02,115.62,33.0,Expedia,completed,United States,4.4
B0543,P011,2024-11-17,2024-12-18,2024-12-26,149.15,33.0,Airbnb,completed,Argentina,4.0
B0544,P011,2024-11-13,2025-01-16,2025-01-23,115.57,33.0,Airbnb,completed,Uruguay,4.2
B0545,P011,2024-10-30,2025-01-30,2025-02-05,148.58,33.0,Airbnb,completed,Argentina,4.3
B0546,P011,2024-10-07,2025-01-07,2025-01-10,143.44,33.0,Airbnb,completed,Argentina,4.3
B0547,P011,2025-01-22,2025-02-10,2025-02-14,137.5,33.0,Airbnb,completed,Chile,4.2
B0548,P011,2025-02-19,2025-03-08,2025-03-14,97.39,33.0,Booking.com,completed,Chile,4.7
B0549,P011,2025-01-02,2025-03-05,2025-03-07,97.05,33.0,Airbnb,completed,Argentina,4.5
B0550,P011,2024-12-25,2025-03-28,2025-04-02,94.64,33.0,Direct,completed,Uruguay,4.8
B0551,P011,2025-03-18,2025-04-14,2025-04-16,90.9,33.0,Booking.com,completed,Brazil,4.2
B0552,P011,2025-01-31,2025-04-18,2025-04-22,109.77,33.0,Airbnb,completed,United States,4.6
B0553,P011,2025-02-26,2025-05-10,2025-05-17,94.76,33.0,Direct,completed,Brazil,4.2
B0554,P011,2025-03-08,2025-05-21,2025-05-28,93.75,33.0,Booking.com,completed,Argentina,4.6
B0555,P011,2025-05-28,2025-06-17,2025-06-23,160.29,33.0,Booking.com,cancelled,Argentina,
B0556,P011,2025-05-23,2025-06-16,2025-06-21,158.19,33.0,Airbnb,completed,Argentina,4.8
B0557,P011,2025-04-20,2025-07-12,2025-07-18,149.78,33.0,Expedia,completed,Brazil,4.8
B0558,P011,2025-04-27,2025-07-24,2025-07-31,158.9,33.0,Direct,completed,Argentina,4.3
B0559,P011,2025-06-14,2025-08-02,2025-08-09,179.53,33.0,Expedia,completed,Argentina,4.1
B0560,P011,2025-05-17,2025-08-16,2025-08-18,172.87,33.0,Airbnb,completed,Brazil,4.1
B0561,P011,2025-05-27,2025-08-25,2025-08-28,163.77,33.0,Direct,completed,Argentina,4.7
B0562,P011,2025-07-23,2025-08-18,2025-08-25,156.35,33.0,Direct,completed,Argentina,4.4
B0563,P011,2025-08-21,2025-10-18,2025-10-21,96.42,33.0,Booking.com,cancelled,Argentina,
B0564,P011,2025-09-19,2025-10-04,2025-10-08,108.85,33.0,Airbnb,completed,Argentina,4.4
B0565,P011,2025-10-17,2025-11-29,2025-12-06,100.12,33.0,Airbnb,cancelled,Argentina,
B0566,P011,2025-10-23,2025-11-11,2025-11-17,103.72,33.0,Booking.com,completed,Uruguay,4.9
B0567,P011,2025-10-08,2025-11-02,2025-11-09,101.72,33.0,Airbnb,completed,Spain,4.8
B0568,P011,2025-10-21,2025-11-20,2025-11-27,106.09,33.0,Expedia,completed,Argentina,4.7
B0569,P011,2025-11-20,2025-12-09,2025-12-17,127.89,33.0,Booking.com,completed,Brazil,4.5
B0570,P012,2024-03-07,2024-06-03,2024-06-09,153.04,25.5,Airbnb,completed,Brazil,4.0
B0571,P012,2024-05-23,2024-06-19,2024-06-21,155.89,25.5,Expedia,completed,Argentina,4.4
B0572,P012,2024-06-22,2024-07-04,2024-07-11,127.24,25.5,Direct,cancelled,Argentina,
B0573,P012,2024-04-13,2024-07-04,2024-07-11,134.49,25.5,Expedia,completed,Brazil,4.2
B0574,P012,2024-07-17,2024-07-27,2024-07-29,122.53,25.5,Booking.com,completed,United States,4.9
B0575,P012,2024-08-15,2024-08-22,2024-08-26,126.25,25.5,Airbnb,completed,Chile,4.8
B0576,P012,2024-05-16,2024-08-06,2024-08-12,149.12,25.5,Booking.com,completed,Argentina,5.0
B0577,P012,2024-09-05,2024-09-23,2024-09-27,95.84,25.5,Booking.com,completed,Chile,4.3
B0578,P012,2024-06-06,2024-09-09,2024-09-11,99.89,25.5,Booking.com,completed,Spain,4.6
B0579,P012,2024-08-17,2024-10-24,2024-10-28,87.33,25.5,Booking.com,completed,Argentina,4.9
B0580,P012,2024-08-27,2024-11-23,2024-11-27,82.78,25.5,Expedia,completed,Chile,4.6
B0581,P012,2024-08-31,2024-11-26,2024-11-29,101.23,25.5,Booking.com,cancelled,Brazil,
B0582,P012,2024-11-20,2024-12-18,2024-12-23,117.81,25.5,Direct,completed,Uruguay,4.5
B0583,P012,2024-11-21,2025-01-06,2025-01-10,125.96,25.5,Expedia,completed,Brazil,4.7
B0584,P012,2024-12-20,2025-02-25,2025-02-27,117.68,25.5,Direct,completed,Brazil,4.9
B0585,P012,2024-12-01,2025-02-17,2025-02-22,109.86,25.5,Booking.com,completed,Argentina,4.4
B0586,P012,2024-12-21,2025-02-09,2025-02-16,105.61,25.5,Booking.com,completed,Brazil,4.2
B0587,P012,2024-12-26,2025-02-05,2025-02-08,130.1,25.5,Airbnb,completed,Chile,4.5
B0588,P012,2025-02-15,2025-03-18,2025-03-23,92.5,25.5,Airbnb,completed,Chile,4.2
B0589,P012,2025-02-18,2025-04-21,2025-04-27,80.37,25.5,Airbnb,completed,Argentina,4.9
B0590,P012,2025-02-08,2025-04-10,2025-04-12,80.99,25.5,Booking.com,completed,Argentina,4.4
B0591,P012,2025-02-15,2025-05-21,2025-05-25,79.67,25.5,Direct,completed,Argentina,5.0
B0592,P012,2025-04-19,2025-05-17,2025-05-20,101.48,25.5,Booking.com,completed,Spain,4.6
B0593,P012,2025-05-08,2025-06-15,2025-06-17,151.36,25.5,Booking.com,completed,Brazil,4.9
B0594,P012,2025-05-23,2025-06-01,2025-06-03,140.11,25.5,Expedia,completed,Argentina,4.1
B0595,P012,2025-04-02,2025-06-25,2025-06-30,144.47,25.5,Booking.com,completed,Brazil,4.8
B0596,P012,2025-06-26,2025-07-04,2025-07-08,130.26,25.5,Booking.com,completed,Argentina,4.2
B0597,P012,2025-08-10,2025-08-22,2025-08-29,134.1,25.5,Airbnb,completed,Argentina,4.3
B0598,P012,2025-08-18,2025-08-30,2025-09-01,140.16,25.5,Direct,completed,United States,4.5
B0599,P012,2025-06-25,2025-09-28,2025-10-05,95.96,25.5,Expedia,completed,Brazil,4.3
B0600,P012,2025-06-04,2025-09-05,2025-09-11,97.5,25.5,Booking.com,completed,Chile,4.7
B0601,P012,2025-10-13,2025-10-30,2025-11-02,99.06,25.5,Booking.com,completed,Brazil,4.6
B0602,P012,2025-07-12,2025-10-09,2025-10-12,83.87,25.5,Booking.com,completed,Brazil,4.0
B0603,P012,2025-10-19,2025-10-23,2025-10-27,85.83,25.5,Direct,completed,Chile,4.5
B0604,P012,2025-10-04,2025-10-15,2025-10-21,95.0,25.5,Airbnb,completed,Argentina,4.2
B0605,P012,2025-11-08,2025-11-28,2025-12-06,83.78,25.5,Booking.com,completed,Argentina,4.2
B0606,P012,2025-11-02,2025-12-24,2025-12-31,106.31,25.5,Airbnb,completed,Brazil,4.5
B0607,P012,2025-10-24,2025-12-12,2025-12-18,108.54,25.5,Airbnb,completed,Brazil,4.4
